Theta,Phi
0.63767588,0.5481368
0.637728769,1.199074684
0.63826386,6.253257968
0.638492096,3.914304484
0.638554364,4.64340018
0.638826167,0.82075138
0.63908698,4.165198509
0.63936711,5.87345672
0.639380624,0.969408155
0.63967798,1.37674157
0.639890711,3.775629092
0.639959338,0.55943288
0.64006562,1.61069262
0.640330302,3.172794496
0.640580236,0.452455719
0.64095015,1.93883909
0.641263836,4.996460059
0.641529761,2.27395662
0.641848706,2.301647553
0.642062827,1.200407346
0.642468451,2.129535593
0.642683255,2.684328633
0.64272411,3.3965861
0.642857931,3.804925892
0.643188621,3.37562748
0.64321079,3.093691353
0.643548501,5.264724471
0.64381685,5.98433032
0.643831461,2.795273528
0.64386967,4.02189041
0.64419054,4.47864206
0.64428494,0.91519438
0.644423229,4.397716158
0.644543541,0.906902524
0.6446376,0.36041637
0.644689243,3.064325248
0.64478472,6.191789612
0.644839931,5.587978609
0.64488694,2.72598444
0.64550551,5.714096332
0.645689261,0.898278526
0.645979772,0.837819068
0.646546199,4.555815958
0.646578506,2.324674567
0.647067082,2.953162132
0.647149001,5.545223876
0.647317953,5.460142396
0.647411137,1.814437991
0.647474736,4.76090211
0.647597129,1.972533933
0.647627112,2.365189874
0.647641036,5.168814084
0.64799813,0.3304964
0.648057433,6.137688613
0.64824041,3.780104484
0.648463711,0.910111902
0.64862586,0.72483575
0.649045685,1.381605706
0.64904711,0.31959069
0.649365394,4.421286233
0.649493045,4.60291666
0.649595937,4.385081394
0.64992334,0.53766364
0.65000454,1.937653971
0.650345994,4.796549026
0.650530525,0.712181007
0.650818247,0.448423509
0.650967198,2.7440127
0.651148338,4.022122772
0.651334472,0.604160314
0.651392044,5.033121798
0.65148933,4.64297304
0.651550499,2.898131658
0.651605079,2.40626694
0.65196955,0.378903065
0.652144895,3.478708167
0.652173404,5.516748091
0.65224511,5.75924866
0.652325625,4.813758121
0.652562716,0.421777646
0.65257376,2.30338828
0.653007419,0.926160166
0.653221338,5.221757577
0.653861374,0.712827785
0.654233899,4.181985547
0.654373869,3.005536293
0.654793707,3.383198716
0.655201418,1.376881061
0.655517439,5.552123584
0.655607082,2.542602548
0.656105179,3.482679156
0.656120399,4.914836606
0.656416939,0.138459902
0.656790414,0.173097064
0.656915154,5.272024417
0.657112985,5.086069887
0.657525475,0.202812593
0.657654552,1.752926035
0.657911347,0.572530127
0.65791984,0.818188145
0.657928361,1.755487012
0.657999288,5.579141563
0.658093834,1.465716647
0.65826453,3.463462366
0.658329552,4.963595821
0.65833298,5.52966504
0.658351544,5.181672474
0.658579685,6.158169365
0.658802189,0.125589049
0.659546276,1.735978615
0.65960149,5.54742182
0.659821209,1.311373511
0.660178947,0.476011818
0.660425118,1.412626118
0.660433971,4.506236925
0.660613862,0.448567233
0.660948448,2.021492295
0.660960708,2.829798601
0.661416295,5.698782976
0.661528773,4.691021918
0.661669853,1.772057482
0.661846477,2.880469208
0.661947762,1.36800423
0.661952543,1.200844894
0.662021868,3.110024871
0.662225043,2.45907594
0.662297475,2.080138155
0.662338244,5.061307575
0.662521327,3.973601562
0.662743464,0.717102112
0.662798929,3.868110648
0.66304302,2.57909127
0.663124099,1.015915131
0.663221803,1.77721908
0.66349101,3.2525576
0.664032387,4.328144379
0.664204882,4.379732671
0.66431003,5.615124879
0.664399662,5.065396189
0.66447775,6.18104727
0.66451681,3.323506412
0.665145493,3.229409042
0.665626935,1.930814783
0.665914069,4.500826667
0.666265215,0.478721775
0.66646827,3.02299589
0.666634368,5.228249243
0.66675799,0.27334325
0.666979836,4.657234736
0.667074058,5.207420481
0.667222157,3.476020958
0.667498511,1.377895513
0.667815402,5.950234669
0.667957831,5.210511287
0.668148292,0.951234936
0.668189244,6.214799082
0.668212196,0.462067593
0.668472616,0.610752318
0.668572937,5.318930841
0.668640709,2.617134914
0.668764083,3.998589763
0.668777248,5.748692259
0.668876226,3.202937127
0.669193002,1.554232141
0.66952723,6.0069831
0.66954481,3.40344362
0.669580239,4.601540094
0.669706294,1.323778249
0.669907624,2.080076218
0.669928165,3.708451928
0.670107852,5.274214998
0.670149695,2.874152971
0.67020671,0.58690871
0.670315389,1.548790663
0.67045788,6.04326258
0.67054578,5.48695908
0.670686332,2.568516634
0.671058933,6.279234692
0.671221567,0.384183807
0.67128689,2.85595461
0.6713918,1.46735236
0.6713918,3.18219056
0.67139466,0.29821014
0.67207324,3.63666256
0.672239905,4.855639611
0.672438166,2.137276046
0.672471985,1.058213136
0.67284131,3.34253786
0.67289359,0.165267852
0.672977689,0.163970342
0.673081141,3.02654597
0.67310632,4.8517691
0.673115203,3.553477115
0.67361874,3.750892257
0.673876998,3.329045345
0.674337589,1.473613734
0.674527608,3.081310002
0.674826717,3.485481316
0.674978636,1.517300432
0.675005149,6.116622634
0.675011645,0.857751682
0.675076225,4.847512628
0.67558575,4.06912808
0.67595464,2.58286109
0.676457431,2.441150869
0.676543821,5.635795581
0.676596488,2.214235386
0.67694339,1.38379497
0.677363345,2.416128961
0.677398395,5.195919517
0.678169027,5.273674523
0.678264038,1.843236217
0.67843441,0.43274363
0.678446557,1.27674371
0.678689435,3.152011902
0.67869429,3.28804935
0.678817957,0.086062311
0.67887823,2.10415369
0.678976063,2.653814329
0.679066338,5.311724788
0.679079225,3.304144369
0.679169696,2.204691009
0.679172971,0.417498904
0.679548347,5.758403617
0.67967173,2.21461702
0.679778452,4.275649836
0.680138065,4.394895997
0.680262466,5.939593097
0.680341067,3.674959636
0.680751771,4.245323328
0.681301269,3.879224802
0.681920665,3.370523176
0.682035108,6.199536958
0.68204766,4.577071556
0.68258432,4.207799783
0.682639483,4.297360854
0.682780392,2.497827434
0.682931753,4.707251108
0.68317544,2.07982876
0.68324176,3.95211798
0.683276918,0.606251723
0.683347688,1.165101797
0.683447711,4.673946944
0.68371525,4.4176496
0.684220705,1.899540264
0.684332231,5.7417358
0.684371017,2.712205257
0.684398566,1.223751129
0.684572482,3.939565762
0.684901284,3.490718339
0.685053213,4.925229931
0.685147541,1.951337352
0.6852331,5.81038502
0.685233924,2.638913123
0.6856108,2.11259486
0.68563992,4.44474949
0.686528986,4.650126143
0.68681928,0.352081328
0.686980319,1.49903499
0.687038207,5.445294682
0.687215839,3.762303857
0.687415817,0.294819645
0.687611447,1.856529655
0.688392921,3.098089308
0.688421573,2.181761921
0.689415647,5.57955751
0.68948271,4.66906801
0.68957834,2.98216011
0.6897041,4.42817024
0.6898073,4.581731131
0.690173574,6.246366334
0.69023188,3.26551332
0.690586685,2.95355911
0.69063208,0.52469117
0.690822363,6.171236322
0.691184118,5.153273291
0.691448286,6.043747835
0.691837248,3.77661647
0.69221359,5.80830419
0.6922323,4.8089883
0.692247875,2.954142724
0.692262719,1.414855018
0.69227808,0.53629163
0.692426487,5.718534359
0.692608476,3.568543356
0.69279573,4.26230159
0.69311209,5.29391606
0.693332386,1.240627176
0.693372117,2.615349635
0.69348081,3.110853113
0.693533201,2.212671066
0.693647108,5.966474579
0.694270628,0.084259062
0.694707846,1.360610158
0.694821078,6.059266166
0.694874171,2.117695458
0.694936972,5.538544997
0.694975144,2.96159781
0.695154703,1.031750292
0.69573828,0.371943666
0.69609113,4.46966143
0.69617018,5.76594857
0.696667303,5.515108329
0.696851491,0.943031649
0.6970021,5.8798844
0.697181571,5.913508465
0.697400465,5.618470743
0.697682493,1.218064878
0.697785222,3.033304499
0.698052711,2.131345933
0.698154271,4.267376142
0.69829349,4.666745374
0.698357997,2.947682933
0.698742105,2.346150339
0.69922132,5.45667747
0.699461091,1.492051571
0.699839339,1.785981759
0.699918839,4.482783234
0.700078974,1.722612137
0.700416243,3.015565985
0.70054932,1.63242044
0.700903782,1.909320031
0.701431506,1.994573318
0.701647288,3.210829928
0.70211094,0.554151053
0.702599309,3.909032212
0.702628951,1.054011736
0.70335247,5.437277998
0.703419631,0.32789868
0.70378296,5.86033347
0.704060572,1.431529688
0.704185389,0.398469786
0.70436024,2.52728109
0.704629575,4.421975099
0.704720628,0.182505233
0.704883412,3.077541006
0.705043353,0.36932313
0.705720522,0.454190808
0.70676482,2.706364227
0.707532068,1.170814033
0.707651234,0.237202718
0.707796474,1.127406867
0.708160374,2.776411087
0.70849072,5.16449597
0.708602575,5.996844924
0.70868095,4.484274426
0.70871495,5.75736213
0.708798245,2.039265867
0.70929221,3.10676942
0.710046365,4.390034245
0.71040244,4.17070718
0.71049253,2.36062627
0.71051051,5.16768691
0.710906005,4.575665585
0.71108579,4.124162418
0.711132189,3.514900197
0.711414773,0.423497824
0.711600827,5.210838628
0.711733,3.52225837
0.711825767,0.663559031
0.711917975,3.113989342
0.712254957,2.499352285
0.712521034,4.691311274
0.712766011,2.62459904
0.71312691,4.546672407
0.713163388,4.068918551
0.713338418,6.212097065
0.713378374,4.615145242
0.713651472,2.753270488
0.713742577,4.302927946
0.714014671,1.588519273
0.714122318,4.821749204
0.714351287,4.691568513
0.714610478,0.695629158
0.715117854,0.000446708
0.715160013,1.361598931
0.715207791,6.057177532
0.715287125,3.320654231
0.71585193,0.137031868
0.715949612,4.880232071
0.715952871,1.08640867
0.71597523,5.260095512
0.715991377,3.905964149
0.716090045,2.209681446
0.7161032,5.08931456
0.716182628,5.971107158
0.71621821,1.11065359
0.71622802,1.17508144
0.716252672,2.249261674
0.716310679,2.022511844
0.716390721,4.820370053
0.71649658,4.16457742
0.716511629,2.436018373
0.716587318,0.117047315
0.7168774,3.36355488
0.71713022,1.615694536
0.71727611,5.994578459
0.717614663,3.185352332
0.717643733,0.173599165
0.717919903,5.655953259
0.718170823,5.360689017
0.719184758,0.427023642
0.719260294,6.047086119
0.719266848,5.344198535
0.719425979,0.605423967
0.719465113,4.646599368
0.719504752,3.689336083
0.719643082,0.203310518
0.719662395,3.365368914
0.719805784,5.815159062
0.720102784,3.510454196
0.720303891,3.261721969
0.720313704,4.180214972
0.720730664,2.614611232
0.720963536,2.532325438
0.721106065,5.104108376
0.721278873,0.546435909
0.72162609,3.18107701
0.722038166,1.72226108
0.722093674,4.586763887
0.7221773,0.1658373
0.722305769,2.762992799
0.722344535,1.870535634
0.722999488,5.850155805
0.723231212,4.553643035
0.723540926,1.188373675
0.723703214,5.806268707
0.72376642,3.204401696
0.724412218,4.368132895
0.724968685,5.406915413
0.725122296,2.035350681
0.725727603,0.627802908
0.725832777,1.169127753
0.72599706,2.379832096
0.726305227,1.213537
0.726528242,1.370582974
0.726877482,1.276837377
0.72695221,5.944327311
0.72760352,5.621424977
0.728393643,5.229636868
0.72842129,1.24261563
0.728424359,0.70376215
0.728801402,0.223424964
0.728804898,5.937705735
0.729134433,5.146336345
0.729336987,0.333997223
0.72952798,6.05240065
0.729888676,3.666648771
0.73001387,3.31386407
0.730068691,0.379093792
0.730313868,4.823520583
0.730388763,3.511252622
0.730408181,4.400432571
0.730576148,5.885042933
0.730712516,1.906685226
0.73073584,1.55015838
0.730740758,4.259563194
0.7309928,1.516767302
0.731108995,4.898132278
0.731249609,0.251545971
0.731360456,3.045826803
0.731618617,4.821899335
0.731818311,1.523009429
0.731863498,3.407529904
0.731974027,4.058352142
0.732352627,2.623344413
0.732609217,2.990266109
0.732671316,0.888127149
0.732702473,0.207362532
0.733439926,6.234363107
0.733492252,1.017293878
0.733530438,5.801117099
0.733550518,3.034713809
0.733550602,5.121845574
0.73396194,2.27613637
0.734033114,4.989889856
0.734053106,4.689513677
0.734756777,3.28900548
0.735113653,4.086091042
0.735158256,4.260696327
0.73526525,5.70731239
0.735513057,3.880160381
0.735579236,1.894301134
0.735810568,1.343391432
0.735832472,5.039523488
0.736158954,5.285213144
0.736222381,3.113433445
0.736329793,1.283915154
0.736413035,2.710915783
0.7365851,2.545726801
0.736976998,3.763646575
0.737444517,0.087124426
0.738952763,0.96180405
0.739088565,0.110986376
0.73910258,0.70777691
0.739126115,4.909791682
0.739969075,5.768044089
0.73996919,6.26989538
0.740421254,0.470149292
0.74053168,4.6471532
0.74074281,3.017481104
0.74077465,2.05056646
0.740932779,2.516173563
0.741031722,0.03601369
0.741111058,1.411596412
0.74112996,4.82281993
0.741563337,5.94203846
0.741698237,1.564175517
0.74177837,1.49216089
0.74184485,1.93885583
0.741922745,1.023450232
0.742070494,3.670096003
0.742181861,2.207594286
0.742411007,3.471122739
0.742714899,0.754705078
0.742971628,2.475746444
0.743214613,1.721459547
0.74376666,0.97553247
0.743857369,5.990123962
0.743932873,0.486137037
0.74416157,5.21514239
0.744190115,0.117525007
0.74427086,0.312140686
0.74435626,2.52222424
0.744715581,0.927781404
0.745670036,5.186534442
0.745723383,6.270505169
0.745880518,2.896102755
0.745967117,5.905516321
0.746053416,5.605998963
0.746067632,1.37007493
0.746860211,0.875156157
0.74699946,1.080272
0.74746455,4.50760408
0.747647433,5.371051875
0.7478673,4.8234191
0.748208605,3.637663762
0.74821395,5.90316119
0.748606173,4.599297352
0.748721729,2.426581157
0.748929345,5.803366247
0.749122943,3.988540718
0.74929946,0.633927708
0.74964414,0.62896273
0.74964757,4.12172722
0.750270519,4.987768468
0.75027078,5.22692451
0.75030644,5.00458906
0.750309908,2.56243062
0.75034362,3.08401639
0.75072948,4.96674232
0.75115821,1.948244778
0.751235567,3.995440125
0.751605881,4.732026747
0.751880736,0.036384231
0.751929349,3.133453347
0.752437362,2.910824711
0.752742677,3.856739523
0.752804045,2.085340558
0.752897994,0.682931037
0.7530947,6.01522577
0.753262518,3.190066197
0.753357503,3.600851278
0.75341929,3.73227966
0.754072226,0.134785561
0.754088791,5.663375049
0.75427552,2.761240822
0.754401396,0.836996166
0.754543412,1.442871568
0.754599578,0.562653389
0.754625142,0.374038849
0.754805383,2.126443942
0.755000348,0.585774366
0.75501542,0.93644237
0.75515314,6.12023206
0.755427752,1.704439034
0.755433962,0.134299076
0.755501302,3.075489145
0.75552108,1.160962511
0.755558333,4.329353086
0.75563726,1.5249008
0.755739949,3.882698372
0.756148996,2.123692598
0.756230294,3.201159179
0.756442033,5.928063517
0.75670426,4.48360699
0.756785385,0.126268896
0.757585635,5.887651782
0.75874772,6.27546752
0.75902799,1.409244543
0.759041132,4.136626462
0.759087,1.81490934
0.75924078,0.20253486
0.759377268,6.176315754
0.759824396,5.209187385
0.759879285,4.007337875
0.759958421,4.44606046
0.760686356,2.843972412
0.760700644,2.229955336
0.760886143,0.56931316
0.761078622,6.087527267
0.761144875,1.540077325
0.761443188,2.304547309
0.761657586,1.821666546
0.761675893,2.250870984
0.761734763,5.5238436
0.76182479,2.6648508
0.762359902,0.515791801
0.762384725,5.672627718
0.762798509,0.777017777
0.76310392,2.47924572
0.76339194,2.32628328
0.763440291,4.291031676
0.763712476,3.112829585
0.763943659,4.38011318
0.764223965,6.156151245
0.764264038,0.442520822
0.76436984,0.0321099
0.764600722,2.673303487
0.764758602,4.357054395
0.764826033,2.170764695
0.764883487,1.930178441
0.765141358,5.856155252
0.765793345,0.719628749
0.76630619,4.04234022
0.76691608,0.86187351
0.767050326,1.533739571
0.7671043,3.910048676
0.767405941,5.429601799
0.767849861,3.940863755
0.768067992,2.616964035
0.768805028,4.424258956
0.768929303,3.117649892
0.76957323,0.28661253
0.76961326,3.624252803
0.769735064,1.851353385
0.769896245,5.239163285
0.769979491,0.43314081
0.770403097,5.404625286
0.77050711,1.58292606
0.770829071,5.914910101
0.770943387,5.46707077
0.770964579,5.217759573
0.77102215,3.53299185
0.77126197,2.79536894
0.771321668,1.077566405
0.772343884,0.514586795
0.77266652,3.13740388
0.773227909,2.999727408
0.7735459,2.42574694
0.773641639,5.961030605
0.773719987,4.946053094
0.774222673,6.257358434
0.77422534,3.79335471
0.774769086,5.428864714
0.774928034,3.353201874
0.77501422,4.87152626
0.775082452,0.56369916
0.7751395,1.13954546
0.775167298,5.327803869
0.775294853,0.89856811
0.775456017,3.062631169
0.77571718,5.60407476
0.776337164,0.739795003
0.776469389,2.549820676
0.776940629,1.184915035
0.776953452,4.489146734
0.776965912,0.25457128
0.777419463,5.194132001
0.777769755,3.188219715
0.777833937,1.666236063
0.777895303,4.070650895
0.778322826,1.913490333
0.778360249,4.860091908
0.778459433,6.157511808
0.77863511,5.69700219
0.778689287,1.063328676
0.778831552,1.913641094
0.778859049,0.318130236
0.779134844,4.012877381
0.779606076,0.669169876
0.77967681,2.428382001
0.780111298,2.913420443
0.780582323,4.681426424
0.780622305,5.440717267
0.780731605,4.06782396
0.781206727,0.92080261
0.781251345,3.921474614
0.78127263,4.45675148
0.78162716,5.09677262
0.781895537,0.672003542
0.782001524,0.903456983
0.78216252,3.659327127
0.782270957,2.926585561
0.782469699,1.718136059
0.782506864,6.156537239
0.783145274,4.481505547
0.783235684,5.755098358
0.783502038,3.573161707
0.783600843,2.15410805
0.784181218,0.523770449
0.784335941,5.000866404
0.784485458,0.741306693
0.78470974,1.426268954
0.78472598,0.07954991
0.785231496,1.818639285
0.785259554,3.166016534
0.78528143,5.30949971
0.785578062,1.719874359
0.785630715,3.917153595
0.78574087,2.005010682
0.785754602,5.807518573
0.785775409,1.594921568
0.785880632,3.454139452
0.78624028,5.92902603
0.78628912,4.262167962
0.78635151,5.32179211
0.786455796,2.063868466
0.7865393,4.92315747
0.786780266,6.129749634
0.7868559,3.59865261
0.787044982,5.736259001
0.787079562,4.662853644
0.787293179,1.212592547
0.787325953,3.349748992
0.7880966,5.351068109
0.78819577,2.04021738
0.7886492,0.9947708
0.78869754,4.620287737
0.788717524,5.790619024
0.788724504,3.259105055
0.78932437,3.49271458
0.789640459,6.165150114
0.789796912,4.076738177
0.790694838,2.835863318
0.791150836,5.982449205
0.79151378,5.274538104
0.79162968,6.277912193
0.79206665,4.77924566
0.792077251,4.17648275
0.792304735,5.966333846
0.793029413,2.857359273
0.79314424,2.856135
0.793158486,4.681607456
0.793282092,3.643632206
0.793301594,5.431847305
0.793301684,4.133306627
0.793533664,0.473061638
0.793596677,5.414092866
0.79394085,1.51856336
0.79401472,5.50699968
0.794553816,3.081257075
0.794846358,3.96538449
0.79529004,1.13831466
0.79530087,2.09330764
0.795546297,3.074869888
0.795738492,3.886946898
0.795897184,1.241286995
0.796294418,2.049041033
0.796371708,5.804435806
0.796475822,0.047307027
0.796535048,0.862692106
0.797168391,4.755690701
0.797357164,4.454665151
0.797689929,1.157538181
0.797910144,5.505873451
0.798272077,2.783775099
0.798491205,5.034326777
0.798539452,1.03423097
0.798641304,5.927837918
0.798900351,5.890169422
0.798969958,4.813329127
0.79908973,4.73430875
0.799139491,0.354655296
0.799187755,4.222687222
0.799444479,4.06757399
0.799812635,3.988709935
0.799818577,3.075043017
0.79999841,5.99874601
0.800750048,3.642707841
0.8012394,6.22531092
0.801598365,3.24354908
0.801716513,3.103192567
0.801764819,3.758215083
0.801926884,2.325829038
0.801979076,5.59470254
0.802057092,5.119883124
0.802308038,0.814138381
0.802421486,0.704041017
0.80244345,5.186555576
0.80257123,5.807624363
0.803099156,1.660304211
0.803123425,2.936929893
0.80326483,3.3655732
0.803409817,6.141698437
0.803531877,0.512397493
0.80353871,4.008354166
0.803622499,2.841166436
0.80377221,6.156920461
0.803896323,1.78875561
0.804058129,2.909096493
0.804172265,0.301200668
0.804256389,5.430338496
0.804430872,1.35623409
0.804461388,0.475476322
0.80468068,0.351037436
0.804719514,3.03170548
0.805110273,4.40430476
0.80514352,5.61590902
0.8052049,2.24061716
0.80592018,5.8231297
0.805944839,5.706496568
0.806149386,4.046949694
0.80668164,5.65716324
0.80669857,2.346042093
0.80673123,0.98002465
0.806890221,5.80734915
0.807644508,3.483952887
0.807684354,5.359710481
0.807928113,6.009628651
0.808119119,5.089396417
0.80817857,4.60412185
0.80837564,0.09609715
0.808983301,6.102209888
0.809288583,1.071027382
0.809799404,4.747801392
0.809848309,2.850382004
0.810534639,4.866745364
0.81076124,4.136359898
0.81101874,4.11578586
0.811389781,2.221184317
0.811464264,3.396114416
0.81186115,2.85769474
0.81205427,1.3642804
0.812083167,5.907945644
0.81241284,1.850050924
0.812549158,4.762180306
0.812557263,4.84676731
0.812708945,4.345888798
0.81271276,1.45073861
0.812840451,0.376689676
0.812963521,5.003009364
0.81336222,0.67939375
0.81342171,1.16408532
0.813511617,0.711327776
0.81368288,2.16165703
0.81417114,3.82790858
0.814507444,2.843640922
0.814745951,2.174996865
0.814937643,3.773716355
0.81496494,0.37700327
0.81498269,4.45443285
0.815367373,3.282831857
0.815405441,0.909489388
0.815653897,5.889024518
0.81607823,1.27196027
0.816374427,5.240939259
0.81637473,5.466113765
0.816553293,4.839602766
0.816915072,1.214689661
0.817248332,4.325904246
0.817460437,0.556935718
0.817898122,2.734421921
0.818646475,2.514941604
0.818797844,0.579581452
0.819056804,5.282353241
0.81909174,2.188420907
0.81922867,0.43901283
0.81926741,4.00590573
0.819645002,3.254263562
0.819746936,2.218290029
0.819810732,2.902370268
0.820558152,2.739349654
0.820671074,1.412441428
0.82072127,1.34982145
0.82087476,1.480523026
0.820906471,0.801760416
0.821384253,1.060526442
0.821594209,1.73265503
0.821735958,3.770204665
0.821797605,3.581085383
0.822467127,2.603748963
0.82256837,2.28687208
0.822670956,3.872017869
0.823017439,1.273781414
0.823178499,4.471769548
0.823272839,0.49065907
0.823350282,0.562565239
0.823470766,6.045961128
0.823542351,3.049015728
0.82358095,2.06667152
0.823704136,2.917269348
0.823799957,4.90286226
0.824125858,2.297262259
0.82419187,3.335663
0.82510557,5.53854095
0.825683065,5.125059617
0.825842277,0.444825079
0.825996746,3.288319656
0.826020375,3.433714879
0.82618678,1.14934049
0.8265422,4.49774287
0.826981412,3.033583544
0.82701162,4.24288577
0.827016772,3.033142159
0.827326208,4.040515023
0.827357046,5.573700654
0.827372194,2.064037022
0.827386626,0.583556552
0.82748379,3.08030918
0.827554179,1.920994778
0.827657583,0.651500419
0.828027698,3.198602622
0.828091557,5.445745712
0.828246581,2.85969828
0.828285322,5.223180849
0.828412656,2.790832514
0.828556265,3.908103535
0.828576776,2.296637033
0.82871977,4.775314561
0.82895933,2.85522789
0.82912514,0.42144823
0.829199937,0.966318212
0.82967446,4.271669413
0.829706212,0.147430843
0.829859272,3.423516501
0.830107113,1.022567058
0.830134581,3.792482273
0.83028145,0.87483269
0.83035345,0.02718748
0.830737859,1.632985001
0.830799604,6.110603728
0.83095778,1.80286322
0.830978814,5.476973423
0.831505484,2.94665701
0.831947016,1.491501339
0.832117685,3.114011978
0.832400949,0.963769762
0.832435144,4.281799578
0.832715068,2.7426163
0.832881474,3.621587463
0.833082326,6.089272252
0.83315518,1.94171339
0.833358786,4.506271315
0.833452128,6.255420841
0.833497756,2.214609973
0.833614434,0.162145976
0.83394767,2.16244474
0.834401688,3.754886351
0.834485268,5.141273372
0.834563201,0.706250921
0.835246402,5.821637472
0.835346461,5.23739752
0.835379784,0.969383632
0.83576704,3.85672913
0.836190859,2.580453758
0.836763147,0.502262079
0.837120368,0.808501608
0.837426765,5.612950206
0.837494485,0.132994915
0.837728977,3.728582804
0.838112791,4.155242858
0.838503111,0.703513468
0.838586269,5.914200885
0.838586938,5.029163236
0.839047,3.364822506
0.839168183,2.426552441
0.839271864,2.081177258
0.839489769,1.397510393
0.839753562,1.138118888
0.83980003,5.07744124
0.840077948,2.806612352
0.8401393,2.27581231
0.840395136,2.607497477
0.84053929,5.14388633
0.840560565,5.381549852
0.840922769,5.520020483
0.840946092,2.898606334
0.84133606,5.202203007
0.841420067,6.189476738
0.841422397,3.5246633
0.84153043,4.21770046
0.841972536,5.87714007
0.842197483,3.430339201
0.842198191,0.26861273
0.842274438,0.858523128
0.84263724,5.90432253
0.843121573,5.732711276
0.843199597,5.041055351
0.84335043,3.80264036
0.84372841,2.65141353
0.84380982,2.779601201
0.843884208,4.084252627
0.84395622,5.461415154
0.844056056,4.215687666
0.84419738,5.82305549
0.844469549,4.159624118
0.844541449,1.136161646
0.844569137,0.097199957
0.844813687,5.096959768
0.844833303,1.051147696
0.844974345,5.207098594
0.845800223,3.953074181
0.84597696,0.57789503
0.847105241,5.211507534
0.847394838,0.0293732
0.847397955,3.511713472
0.847490104,4.228183527
0.847649586,1.225945573
0.847753958,0.643497028
0.847984335,6.108172638
0.84814724,3.649264088
0.848229199,0.353436982
0.84833682,2.70582791
0.848794066,0.273315201
0.84882974,5.38890977
0.848850661,0.683435933
0.849019764,2.37625004
0.849147059,0.719253581
0.849304453,4.379779499
0.85026266,2.84642031
0.850389929,4.026594176
0.85078297,4.02818094
0.851084265,5.732323219
0.851153967,3.935353453
0.85119639,4.24953875
0.851361095,0.226386511
0.851370842,2.368558172
0.85148444,0.49866754
0.85173928,3.815525069
0.851827417,3.913129374
0.852474974,1.264249464
0.852576767,3.993692956
0.852782106,1.471861761
0.85294777,5.942270688
0.852999825,3.80445293
0.85304534,0.277192843
0.853222043,5.650705432
0.853380915,0.818531933
0.853432383,0.234241676
0.853571276,5.239827109
0.85385504,0.63653996
0.854251289,3.422443213
0.854547598,2.794268161
0.854654746,0.454878165
0.854768762,3.818346744
0.854954653,3.134465092
0.85588995,3.32438702
0.855917186,4.397353966
0.856017551,0.244883042
0.856061046,2.223508982
0.856200498,4.01113208
0.856332582,1.830215706
0.856342327,4.294419374
0.856590547,2.559199102
0.856681355,5.850254192
0.856740501,3.667555202
0.85708326,2.6949041
0.857208,1.80847668
0.857262718,0.434514056
0.85791304,0.84960868
0.858275888,2.407721905
0.858452666,1.182999057
0.858725074,0.947390058
0.85941027,6.24747856
0.859568594,6.24925837
0.85975965,2.193898804
0.85998999,2.80227323
0.860386398,5.345374458
0.86039947,5.0453121
0.860502351,5.073607331
0.860523072,5.56726997
0.86063035,1.20968673
0.860983782,1.3845586
0.86104033,3.366089926
0.861060722,4.502086445
0.86123527,2.26205523
0.861348083,1.478315732
0.861376809,4.220451109
0.86142823,4.517187681
0.861583888,2.565279115
0.86172796,0.929423556
0.861841282,4.449458715
0.862110539,1.055298951
0.86257711,2.03322352
0.862593125,5.780884597
0.86266289,5.88849909
0.862921597,5.516318357
0.863463878,3.311748296
0.86351669,3.754414322
0.863821389,2.005009749
0.863832249,4.407812217
0.863887267,0.182561771
0.8641679,2.505774129
0.864195594,3.99947541
0.864236329,0.98716457
0.864358682,5.13725603
0.864506008,2.976945608
0.864942687,1.467386247
0.865006201,5.069535515
0.86527439,1.41220107
0.865548767,1.965123748
0.865898772,1.749835688
0.866159623,0.086830973
0.866315102,2.883153326
0.866332026,0.821998441
0.866440478,5.039301413
0.86644176,2.67921852
0.866516884,3.76479706
0.86659462,1.86001908
0.86680186,5.15441381
0.866839687,6.265683605
0.867514898,0.367413351
0.86760069,0.498176
0.868181161,2.612357332
0.86867367,0.58602744
0.868996248,4.668065909
0.869151996,1.895531323
0.869207356,2.689261035
0.869275642,4.251598698
0.870279887,2.51052905
0.870514576,5.330734255
0.870832773,2.77200465
0.870848211,2.148987625
0.870855694,0.677022342
0.870936509,1.48670685
0.87100191,4.80501937
0.871198411,3.040976785
0.871389888,3.926743433
0.87146231,5.17503843
0.871537003,4.070812576
0.871610247,2.014914065
0.87167551,1.045201337
0.871703312,0.267250114
0.871992218,0.446720904
0.872021581,4.073578373
0.872363758,1.717226384
0.87281227,1.624101997
0.872925169,5.330137282
0.873122876,4.4050437
0.87329829,3.749039455
0.873499013,5.928950355
0.873577914,5.915985549
0.873753305,2.065495039
0.874125326,2.658404272
0.874777947,1.675589022
0.875050264,0.523944771
0.875209819,3.592913543
0.875611953,2.454715767
0.875694201,0.813483188
0.875846045,4.475175367
0.875915701,2.374470019
0.876031948,4.38259131
0.876137969,3.359787709
0.87628502,4.3650232
0.876376991,1.390157249
0.87639369,4.45263475
0.876473659,2.249742168
0.876766175,6.278557148
0.876964971,5.635502775
0.87704726,4.522238867
0.877096345,5.533074643
0.877174419,1.303285516
0.87731444,4.42535337
0.877523698,3.33430904
0.877709841,4.320781595
